,0,1,2,3,4,5,6,7,8
438,TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.025, 'neu': 0.727, 'pos': 0.248, 'compound': 1.0}",1
439,TT,Trane Technologies,Industrials,Building Products,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.019, 'neu': 0.721, 'pos': 0.26, 'compound': 1.0}",1
440,TDG,TransDigm Group,Industrials,Aerospace & Defense,QQ1,2024,2024-02-08 13:11:04,"{'neg': 0.023, 'neu': 0.74, 'pos': 0.237, 'compound': 1.0}",1
441,TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,QQ1,2024,2024-04-17 12:47:07,"{'neg': 0.038, 'neu': 0.718, 'pos': 0.245, 'compound': 1.0}",1
442,TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,QQ1,2024,2024-05-03 00:00:00,"{'neg': 0.038, 'neu': 0.758, 'pos': 0.204, 'compound': 1.0}",1
443,TFC,Truist,Financials,Regional Banks,QQ1,2024,2024-04-22 11:10:23,"{'neg': 0.03, 'neu': 0.735, 'pos': 0.235, 'compound': 1.0}",1
444,TYL,Tyler Technologies,Information Technology,Application Software,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.026, 'neu': 0.773, 'pos': 0.201, 'compound': 1.0}",1
445,TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,QQ1,2024,2024-02-05 13:10:21,"{'neg': 0.026, 'neu': 0.697, 'pos': 0.277, 'compound': 1.0}",1
446,USB,U.S. Bank,Financials,Diversified Banks,QQ1,2024,2024-04-17 00:00:00,"{'neg': 0.027, 'neu': 0.744, 'pos': 0.229, 'compound': 1.0}",1
447,UBER,Uber,Industrials,Passenger Ground Transportation,QQ1,2024,2024-05-08 00:00:00,"{'neg': 0.029, 'neu': 0.719, 'pos': 0.253, 'compound': 1.0}",1
448,UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.035, 'neu': 0.751, 'pos': 0.214, 'compound': 1.0}",1
449,ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,QQ1,2024,2023-05-25 00:00:00,"{'neg': 0.026, 'neu': 0.662, 'pos': 0.312, 'compound': 1.0}",1
450,UNP,Union Pacific Corporation,Industrials,Rail Transportation,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.026, 'neu': 0.708, 'pos': 0.266, 'compound': 1.0}",1
451,UAL,United Airlines Holdings,Industrials,Passenger Airlines,QQ1,2024,2024-04-17 14:48:09,"{'neg': 0.033, 'neu': 0.706, 'pos': 0.26, 'compound': 1.0}",1
452,UPS,United Parcel Service,Industrials,Air Freight & Logistics,QQ1,2024,2024-04-23 12:09:09,"{'neg': 0.019, 'neu': 0.757, 'pos': 0.224, 'compound': 1.0}",1
453,URI,United Rentals,Industrials,Trading Companies & Distributors,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.027, 'neu': 0.706, 'pos': 0.267, 'compound': 1.0}",1
454,UNH,UnitedHealth Group,Health Care,Managed Health Care,QQ1,2024,2024-04-16 12:40:30,"{'neg': 0.032, 'neu': 0.702, 'pos': 0.267, 'compound': 1.0}",1
455,UHS,Universal Health Services,Health Care,Health Care Facilities,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.027, 'neu': 0.745, 'pos': 0.228, 'compound': 1.0}",1
456,VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.053, 'neu': 0.777, 'pos': 0.17, 'compound': 0.9999}",1
457,VTR,Ventas,Real Estate,Health Care REITs,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.016, 'neu': 0.703, 'pos': 0.281, 'compound': 1.0}",1
458,VLTO,Veralto,Industrials,Environmental & Facilities Services,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.024, 'neu': 0.742, 'pos': 0.233, 'compound': 1.0}",1
459,VRSN,Verisign,Information Technology,Internet Services & Infrastructure,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.039, 'neu': 0.775, 'pos': 0.187, 'compound': 0.9998}",1
460,VRSK,Verisk,Industrials,Research & Consulting Services,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.035, 'neu': 0.703, 'pos': 0.262, 'compound': 1.0}",1
461,VZ,Verizon,Communication Services,Integrated Telecommunication Services,QQ1,2024,2024-04-22 12:01:03,"{'neg': 0.031, 'neu': 0.717, 'pos': 0.252, 'compound': 1.0}",1
462,VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,QQ1,2024,2024-05-06 00:00:00,"{'neg': 0.057, 'neu': 0.747, 'pos': 0.196, 'compound': 1.0}",1
463,VTRS,Viatris,Health Care,Pharmaceuticals,QQ1,2024,2024-05-09 00:00:00,"{'neg': 0.014, 'neu': 0.742, 'pos': 0.245, 'compound': 1.0}",1
464,VICI,Vici Properties,Real Estate,Hotel & Resort REITs,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.03, 'neu': 0.718, 'pos': 0.252, 'compound': 1.0}",1
465,V,Visa Inc.,Financials,Transaction & Payment Processing Services,QQ1,2024,2024-01-25 20:30:27,"{'neg': 0.021, 'neu': 0.738, 'pos': 0.241, 'compound': 1.0}",1
466,VST,Vistra,Utilities,Electric Utilities,QQ1,2024,2024-05-08 00:00:00,"{'neg': 0.024, 'neu': 0.746, 'pos': 0.231, 'compound': 1.0}",1
467,VMC,Vulcan Materials Company,Materials,Construction Materials,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.049, 'neu': 0.71, 'pos': 0.241, 'compound': 1.0}",1
468,WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,QQ1,2024,2024-04-23 20:14:02,"{'neg': 0.09, 'neu': 0.675, 'pos': 0.236, 'compound': 1.0}",1
469,GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.034, 'neu': 0.732, 'pos': 0.233, 'compound': 1.0}",1
470,WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.018, 'neu': 0.745, 'pos': 0.237, 'compound': 1.0}",1
471,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,QQ1,2024,2024-01-04 11:49:05,"{'neg': 0.029, 'neu': 0.693, 'pos': 0.278, 'compound': 1.0}",1
472,WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,QQ1,2024,2023-05-18 11:17:01,"{'neg': 0.021, 'neu': 0.724, 'pos': 0.255, 'compound': 1.0}",1
473,DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,QQ1,2024,2024-02-07 20:48:02,"{'neg': 0.021, 'neu': 0.71, 'pos': 0.269, 'compound': 1.0}",1
474,WBD,Warner Bros. Discovery,Communication Services,Broadcasting,QQ1,2024,2024-05-09 00:00:00,"{'neg': 0.027, 'neu': 0.704, 'pos': 0.269, 'compound': 1.0}",1
475,WM,Waste Management,Industrials,Environmental & Facilities Services,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.024, 'neu': 0.733, 'pos': 0.243, 'compound': 1.0}",1
476,WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,QQ1,2024,2024-05-07 00:00:00,"{'neg': 0.042, 'neu': 0.766, 'pos': 0.193, 'compound': 1.0}",1
477,WEC,WEC Energy Group,Utilities,Electric Utilities,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.016, 'neu': 0.762, 'pos': 0.222, 'compound': 1.0}",1
478,WFC,Wells Fargo,Financials,Diversified Banks,QQ1,2024,2024-04-12 13:44:14,"{'neg': 0.037, 'neu': 0.734, 'pos': 0.229, 'compound': 1.0}",1
479,WELL,Welltower,Real Estate,Health Care REITs,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.039, 'neu': 0.717, 'pos': 0.244, 'compound': 1.0}",1
480,WST,West Pharmaceutical Services,Health Care,Health Care Supplies,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.028, 'neu': 0.77, 'pos': 0.202, 'compound': 0.9999}",1
481,WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,2023-10-30 12:19:10,"{'neg': 0.034, 'neu': 0.73, 'pos': 0.236, 'compound': 1.0}",1
482,WY,Weyerhaeuser,Real Estate,Timber REITs,QQ1,2024,2024-04-26 00:00:00,"{'neg': 0.048, 'neu': 0.756, 'pos': 0.195, 'compound': 1.0}",1
483,WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,QQ1,2024,2024-05-07 00:00:00,"{'neg': 0.035, 'neu': 0.719, 'pos': 0.247, 'compound': 1.0}",1
484,WTW,Willis Towers Watson,Financials,Insurance Brokers,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.031, 'neu': 0.686, 'pos': 0.283, 'compound': 1.0}",1
485,WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,QQ1,2024,2024-05-07 00:00:00,"{'neg': 0.024, 'neu': 0.744, 'pos': 0.232, 'compound': 1.0}",1
486,XEL,Xcel Energy,Utilities,Multi-Utilities,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.045, 'neu': 0.711, 'pos': 0.244, 'compound': 1.0}",1
487,XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.019, 'neu': 0.733, 'pos': 0.248, 'compound': 1.0}",1
488,YUM,Yum! Brands,Consumer Discretionary,Restaurants,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.026, 'neu': 0.728, 'pos': 0.245, 'compound': 1.0}",1
489,ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.025, 'neu': 0.739, 'pos': 0.236, 'compound': 1.0}",1
490,ZBH,Zimmer Biomet,Health Care,Health Care Equipment,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.024, 'neu': 0.712, 'pos': 0.264, 'compound': 1.0}",1
491,ZTS,Zoetis,Health Care,Pharmaceuticals,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.032, 'neu': 0.723, 'pos': 0.245, 'compound': 1.0}",1
